Area_Name,HR,lon,lat
Topanga,19,-118.5885,34.22
Foothill,15,-118.429,34.2558
N Hollywood,16,-118.4181,34.2002
77th Street,11,-118.2629,33.9638
Rampart,9,-118.2747,34.0447
Newton,9,-118.2652,33.9966
Olympic,18,-118.3145,34.0436
77th Street,1,-118.2915,34.0037
77th Street,10,-118.3186,33.9891
Devonshire,16,-118.5492,34.2283
77th Street,8,-118.3003,33.9628
Topanga,20,-118.5906,34.1938
N Hollywood,14,-118.4095,34.1849
77th Street,21,-118.2739,33.964
Southwest,20,-118.3057,34.0109
West LA,22,-118.3946,34.0313
Mission,2,-118.4144,34.2928
Olympic,19,-118.2944,34.0763
Olympic,4,-118.2842,34.0598
Rampart,23,-118.2742,34.0492
N Hollywood,20,-118.3713,34.1409
Wilshire,19,-118.3527,34.0483
Olympic,9,-118.3142,34.0617
77th Street,17,-118.285,33.9727
Rampart,14,-118.2745,34.0534
Southeast,16,-118.2782,33.9565
Hollenbeck,10,-118.2106,34.0424
Pacific,12,-118.4751,33.9976
West Valley,13,-118.4967,34.1939
Southeast,22,-118.2739,33.9265
Pacific,10,-118.4478,33.9905
Newton,18,-118.2559,34.0224
Hollywood,20,-118.3386,34.0962
Hollywood,13,-118.3528,34.0944
Van Nuys,19,-118.4488,34.1794
Mission,18,-118.4502,34.2354
77th Street,22,-118.3113,33.9417
Harbor,1,-118.3093,33.8438
Rampart,15,-118.2797,34.0667
Topanga,15,-118.5885,34.2011
Harbor,11,-118.2923,33.7388
West LA,10,-118.4214,34.0595
Central,13,-118.2439,34.0442
Newton,8,-118.2726,34.0187
Hollenbeck,12,-118.2198,34.0243
Mission,0,-118.4418,34.2623
N Hollywood,15,-118.3179,34.1524
Hollenbeck,8,-118.212,34.055
Pacific,10,-118.4378,33.9838
Hollenbeck,12,-118.2224,34.0716
Hollywood,20,-118.3717,34.11
Devonshire,20,-118.582,34.2651
Topanga,13,-118.571,34.1872
Southeast,13,-118.2915,33.9528
Newton,18,-118.2608,33.9893
Harbor,16,-118.2503,33.7806
Mission,16,-118.4547,34.2184
Southeast,0,-118.2739,33.9456
Northeast,10,-118.1815,34.1144
Devonshire,13,-118.6134,34.2448
Newton,11,-118.2299,34.0296
Foothill,17,-118.2703,34.2433
Olympic,20,-118.309,34.0472
Mission,12,-118.4099,34.3189
N Hollywood,18,-118.3791,34.2085
Hollywood,21,-118.331,34.1016
Rampart,11,-118.2962,34.0814
Topanga,1,-118.6411,34.202
77th Street,23,-118.2809,33.9933
Southwest,18,-118.3403,34.0126
Van Nuys,5,-118.4432,34.2012
Hollywood,10,-118.3295,34.098
Newton,20,-118.2783,33.9833
Olympic,13,-118.309,34.0418
Devonshire,11,-118.5623,34.232
Hollywood,11,-118.3472,34.0944
77th Street,13,-118.2841,33.9823
Wilshire,17,-118.3563,34.0708
Devonshire,12,-118.582,34.2651
Pacific,12,-118.3785,33.9309
Olympic,19,-118.2987,34.0577
Southeast,2,-118.2869,33.9391
Southwest,16,-118.3182,34.0073
Hollenbeck,5,-118.2169,34.0323
Olympic,10,-118.3004,34.069
Northeast,15,-118.1843,34.1155
Topanga,13,-118.6058,34.1685
Foothill,12,-118.391,34.2157
Southeast,10,-118.2673,33.9547
West LA,10,-118.3909,34.0312
Devonshire,11,-118.4935,34.2647
77th Street,14,-118.2838,33.9783
West Valley,17,-118.536,34.2011
Hollenbeck,6,-118.206,34.056
Devonshire,16,-118.5273,34.2287
Hollywood,21,-118.3496,34.098
Hollywood,23,-118.3383,34.1042
Southwest,19,-118.3351,34.011
Pacific,10,-118.4365,33.9785
Devonshire,19,-118.489,34.2817
Wilshire,18,-118.3484,34.0385
West Valley,12,-118.4749,34.1867
Southeast,23,-118.2916,33.9472
Harbor,15,-118.3016,33.7801
Central,0,-118.2425,34.0568
Pacific,8,-118.3701,33.9711
Southeast,23,-118.2826,33.9383
Newton,10,-118.2512,34.0237
77th Street,16,-118.2918,33.9746
Mission,14,-118.4142,34.2309
Hollenbeck,4,-118.2013,34.0705
N Hollywood,11,-118.3877,34.1413
Southwest,15,-118.3248,34.0256
Pacific,1,-118.4116,33.9966
Northeast,16,-118.1967,34.1194
Southeast,8,-118.2826,33.9408
Central,13,-118.252,34.0467
West Valley,20,-118.5099,34.2084
Pacific,10,-118.4522,33.9945
Central,15,-118.2602,34.0347
Northeast,17,-118.2173,34.1375
Olympic,21,-118.3,34.0509
Foothill,21,-118.4005,34.2344
Hollenbeck,20,-118.2104,34.0737
Olympic,21,-118.3091,34.0581
West Valley,18,-118.5448,34.2084
Northeast,17,-118.2626,34.0791
Devonshire,14,-118.4957,34.2612
Hollenbeck,18,-118.1949,34.0545
Foothill,0,-118.3878,34.2337
Van Nuys,22,-118.4641,34.1939
Wilshire,14,-118.3243,34.0548
Olympic,11,-118.2916,34.0491
Mission,22,-118.4592,34.2992
Pacific,7,-118.4663,33.9806
Southeast,21,-118.2314,33.939
77th Street,0,-118.2804,33.9747
Southwest,5,-118.3351,34.011
Central,8,-118.2474,34.0412
Van Nuys,14,-118.4488,34.2072
Northeast,13,-118.1908,34.1184
Southeast,23,-118.2516,33.941
Hollywood,0,-118.3193,34.1074
77th Street,14,-118.2918,33.9746
Harbor,6,-118.2417,33.7812
Mission,12,-118.4553,34.2247
Newton,0,-118.2652,33.9755
Devonshire,15,-118.5542,34.2808
N Hollywood,13,-118.4052,34.1867
77th Street,0,-118.285,33.9727
Central,6,-118.2474,34.059
Southwest,2,-118.2808,34.0268
Foothill,17,-118.3665,34.2287
Topanga,14,-118.6234,34.1864
Pacific,15,-118.4786,33.9957
Hollenbeck,3,-118.2074,34.0307
Central,14,-118.2517,34.0413
Van Nuys,14,-118.4465,34.1897
Van Nuys,22,-118.4487,34.1939
Newton,0,-118.2441,34.0248
Harbor,11,-118.3038,33.8315
Northeast,8,-118.2055,34.1333
77th Street,0,-118.2827,33.9824
Hollenbeck,10,-118.2078,34.0468
Northeast,13,-118.2523,34.0886
Rampart,2,-118.2917,34.0857
West Valley,1,-118.5579,34.1938
West Valley,2,-118.5221,34.1763
Hollywood,19,-118.3033,34.0908
Devonshire,19,-118.5361,34.2355
77th Street,13,-118.309,33.9637
Southeast,10,-118.2651,33.952
Rampart,3,-118.2786,34.0703
Hollenbeck,21,-118.2153,34.0462
Southwest,17,-118.3531,34.0171
Wilshire,3,-118.3467,34.0424
Olympic,20,-118.2864,34.0401
Pacific,2,-118.4151,33.9987
Newton,6,-118.2565,34.011
Rampart,5,-118.2845,34.0884
Pacific,15,-118.4805,33.9947
N Hollywood,6,-118.39,34.193
Olympic,21,-118.2916,34.0674
Newton,9,-118.2739,33.9924
Hollenbeck,18,-118.2204,34.0819
Southwest,8,-118.2915,34.0055
Rampart,12,-118.2869,34.0887
Rampart,0,-118.2686,34.0747
Topanga,17,-118.6364,34.1587
Wilshire,11,-118.3762,34.0595
Olympic,17,-118.3063,34.0527
Topanga,13,-118.5885,34.2011
Devonshire,3,-118.6153,34.2661
Central,7,-118.2283,34.0625
Mission,12,-118.46,34.2945
77th Street,12,-118.2564,33.9656
Southwest,16,-118.3723,34.0217
Southwest,20,-118.3045,34.0155
77th Street,23,-118.3196,33.9855
Mission,0,-118.4709,34.3029
Northeast,21,-118.2383,34.1096
Foothill,15,-118.2683,34.2418
Northeast,2,-118.1767,34.1248
Southeast,9,-118.2739,33.9456
Mission,22,-118.4561,34.3196
Harbor,9,-118.2746,33.7844
Harbor,7,-118.2992,33.8316
Hollenbeck,0,-118.1678,34.083
Central,11,-118.2665,34.0457
Southeast,4,-118.2871,33.9367
Devonshire,9,-118.4972,34.3197
Mission,8,-118.4501,34.303
Devonshire,22,-118.4849,34.2574
Newton,19,-118.2574,34.0277
Southwest,2,-118.3338,34.0276
Wilshire,13,-118.3658,34.0761
Wilshire,19,-118.3584,34.0761
Newton,1,-118.2658,34.0154
Northeast,14,-118.1977,34.1043
Mission,12,-118.4553,34.2215
N Hollywood,11,-118.3965,34.1921
77th Street,18,-118.3344,33.989
Topanga,10,-118.659,34.1964
Central,7,-118.2622,34.0468
Harbor,2,-118.295,33.7321
Hollywood,21,-118.3433,34.1004
Mission,9,-118.4694,34.2685
Northeast,13,-118.2918,34.1111
Rampart,17,-118.2711,34.0579
Northeast,18,-118.1893,34.12
Central,21,-118.2665,34.0457
Hollenbeck,23,-118.2196,34.0415
Mission,17,-118.4191,34.2992
Newton,19,-118.2775,34.0075
Mission,3,-118.4502,34.2502
Newton,7,-118.26,34.0237
Topanga,3,-118.6274,34.1883
N Hollywood,22,-118.379,34.1722
Central,8,-118.252,34.0467
Wilshire,18,-118.3405,34.0466
Pacific,14,-118.4184,34.0123
Mission,22,-118.4603,34.3238
Foothill,16,-118.4053,34.2158
77th Street,23,-118.3265,33.9746
Topanga,12,-118.6059,34.1829
Newton,3,-118.2571,34.0219
Hollenbeck,12,-118.2204,34.0819
West Valley,13,-118.5361,34.2048
Hollywood,1,-118.3416,34.098
Devonshire,7,-118.4761,34.2574
Topanga,13,-118.606,34.221
Foothill,19,-118.3617,34.2249
Mission,9,-118.4388,34.3115
N Hollywood,17,-118.3878,34.2049
Rampart,20,-118.2583,34.0647
West Valley,16,-118.5185,34.1866
Hollywood,12,-118.3224,34.1017
Hollywood,6,-118.3755,34.104
West LA,13,-118.3764,34.0404
77th Street,6,-118.2871,33.9613
West Valley,4,-118.5361,34.212
Olympic,13,-118.2879,34.0499
Foothill,21,-118.2761,34.2465
Hollywood,12,-118.3295,34.1016
West Valley,15,-118.5186,34.1625
Olympic,17,-118.2904,34.0598
Wilshire,16,-118.3514,34.0649
Harbor,21,-118.2879,33.7189
77th Street,17,-118.309,33.9746
West LA,13,-118.4361,34.0462
Topanga,9,-118.606,34.2197
Northeast,8,-118.2345,34.0992
Mission,12,-118.4611,34.2434
Newton,2,-118.2395,34.008
77th Street,2,-118.3101,33.9545
Northeast,22,-118.2776,34.1067
N Hollywood,20,-118.3702,34.1405
Foothill,15,-118.3987,34.2779
Harbor,15,-118.2976,33.7827
Wilshire,21,-118.3586,34.0442
Olympic,20,-118.3091,34.0654
Rampart,3,-118.2513,34.0632
Pacific,18,-118.433,33.976
77th Street,6,-118.3068,33.9664
Wilshire,11,-118.3386,34.0689
77th Street,7,-118.3003,33.9824
Newton,0,-118.2608,33.9966
Newton,12,-118.2535,34.0259
Topanga,8,-118.5809,34.1917
Southeast,6,-118.2781,33.9456
Mission,18,-118.4409,34.2153
Southwest,2,-118.3311,34.0023
Southeast,22,-118.2902,33.8816
Van Nuys,22,-118.4312,34.1722
Pacific,21,-118.4765,33.9933
Rampart,0,-118.296,34.0873
Wilshire,15,-118.3337,34.0569
Southeast,8,-118.2367,33.9457
Foothill,3,-118.4009,34.2158
77th Street,15,-118.2608,33.9629
Central,6,-118.2566,34.0542
77th Street,9,-118.316,33.9932
Newton,13,-118.2707,34.0218
77th Street,9,-118.3094,33.9486
Hollenbeck,6,-118.198,34.0188
77th Street,0,-118.2811,33.9824
Devonshire,6,-118.4936,34.2575
Harbor,15,-118.2917,33.791
Hollenbeck,6,-118.201,34.0685
Southeast,20,-118.2475,33.9534
Hollywood,22,-118.3316,34.1267
Devonshire,15,-118.5361,34.2573
Mission,15,-118.4321,34.2195
Hollywood,12,-118.3311,34.1039
Northeast,16,-118.2458,34.1149
Devonshire,16,-118.5438,34.2282
Southeast,23,-118.2826,33.9474
Northeast,14,-118.2109,34.1223
Southeast,17,-118.287,33.9191
Devonshire,22,-118.4807,34.2356
Olympic,7,-118.2879,34.0667
Rampart,13,-118.2578,34.0568
Newton,7,-118.2649,34.0284
Devonshire,15,-118.5361,34.2355
Newton,19,-118.2739,33.9858
Van Nuys,21,-118.4684,34.1939
Devonshire,10,-118.5536,34.2573
Foothill,15,-118.3878,34.2157
Hollenbeck,18,-118.198,34.0505
Northeast,13,-118.2475,34.1165
Rampart,8,-118.2638,34.0613
Southwest,16,-118.3284,34.0344
Newton,17,-118.2794,33.9862
Southeast,12,-118.2826,33.9237
Van Nuys,18,-118.4166,34.162
Devonshire,10,-118.5623,34.2355
Wilshire,2,-118.3731,34.0761
Topanga,9,-118.6015,34.1753
Olympic,12,-118.3092,34.0783
Van Nuys,12,-118.4662,34.1958
Hollywood,0,-118.3332,34.0943
Newton,12,-118.2652,34.0048
Pacific,21,-118.4396,33.9678
77th Street,13,-118.35,33.9871
Foothill,22,-118.2794,34.2476
Wilshire,13,-118.364,34.0509
Olympic,17,-118.313,34.0436
Topanga,19,-118.5885,34.201
Topanga,16,-118.6234,34.1937
Wilshire,2,-118.3789,34.0764
Mission,11,-118.4764,34.3072
Mission,12,-118.4792,34.3036
Devonshire,9,-118.4837,34.2214
Pacific,0,-118.3963,33.9534
Wilshire,19,-118.3614,34.0716
Harbor,14,-118.2456,33.7753
Northeast,18,-118.2566,34.106
Southwest,16,-118.3002,34.0309
Harbor,15,-118.2879,33.737
Wilshire,7,-118.3436,34.0534
West Valley,17,-118.5099,34.2202
Hollywood,10,-118.302,34.1018
Southeast,19,-118.276,33.9271
West Valley,16,-118.5254,34.1835
Mission,18,-118.4699,34.2283
Southeast,6,-118.2893,33.9029
West LA,14,-118.4213,34.0591
Topanga,22,-118.6016,34.2197
Rampart,20,-118.2798,34.0517
Olympic,12,-118.309,34.04
Central,16,-118.2612,34.0371
Pacific,14,-118.4463,34.0245
Devonshire,13,-118.5361,34.2355
Pacific,21,-118.4396,33.9678
Hollywood,23,-118.319,34.0944
West LA,17,-118.3988,34.0461
Harbor,4,-118.261,33.783
Southeast,18,-118.2871,33.9555
Devonshire,19,-118.582,34.2651
77th Street,17,-118.3024,33.9833
Newton,22,-118.2505,34.0245
Olympic,19,-118.2979,34.0636
Hollenbeck,13,-118.1877,34.0881
N Hollywood,16,-118.345,34.134
Rampart,2,-118.2892,34.0836
West LA,17,-118.3837,34.0548
Rampart,23,-118.2677,34.0496
Devonshire,13,-118.5951,34.2554
Harbor,17,-118.3043,33.7926
N Hollywood,12,-118.4137,34.1794
Newton,14,-118.23,34.0326
Wilshire,12,-118.3609,34.0567
Pacific,8,-118.4073,33.944
Wilshire,18,-118.3216,34.0736
Harbor,17,-118.3076,33.7925
77th Street,20,-118.3089,34.0019
Newton,8,-118.2485,34.0357
77th Street,12,-118.3518,33.9889
Foothill,11,-118.3981,34.2862
Mission,13,-118.4517,34.2354
Southeast,10,-118.2913,33.8816
Northeast,13,-118.1937,34.1189
Northeast,13,-118.2504,34.1194
Hollenbeck,23,-118.2052,34.0468
Olympic,9,-118.2891,34.0473
Harbor,11,-118.2993,33.8583
Hollenbeck,15,-118.1979,34.0346
Pacific,13,-118.3962,33.9573
Newton,4,-118.2333,34.019
N Hollywood,20,-118.4106,34.2111
Hollywood,14,-118.3452,34.1016
Mission,18,-118.4607,34.3211
Topanga,19,-118.5622,34.1889
N Hollywood,17,-118.3416,34.1389
Rampart,15,-118.2715,34.0648
West LA,16,-118.4162,34.0532
Central,18,-118.2619,34.0335
Harbor,9,-118.3076,33.7925
Foothill,17,-118.4369,34.2606
Southeast,15,-118.2543,33.9295
N Hollywood,18,-118.3874,34.156
Devonshire,3,-118.5601,34.2282
Hollywood,13,-118.3266,34.0844
Hollywood,18,-118.3675,34.1073
77th Street,19,-118.2871,33.9625
Newton,8,-118.2471,34.0201
Foothill,21,-118.3965,34.2158
Olympic,3,-118.2865,34.0524
Olympic,6,-118.3142,34.0559
Central,18,-118.2371,34.0581
Mission,3,-118.4516,34.2215
Wilshire,13,-118.3267,34.0478
Southwest,23,-118.3138,34.0246
Mission,23,-118.4222,34.3001
Van Nuys,0,-118.4383,34.153
Pacific,16,-118.4303,33.9721
N Hollywood,8,-118.379,34.194
Van Nuys,13,-118.4367,34.1976
Devonshire,15,-118.558,34.2391
Van Nuys,2,-118.4307,34.1493
Newton,8,-118.2441,34.032
Olympic,10,-118.3053,34.0559
Devonshire,10,-118.5711,34.2392
Hollenbeck,4,-118.1554,34.0986
Southwest,13,-118.372,34.0282
Pacific,22,-118.3962,33.9573
Olympic,15,-118.3004,34.069
Hollywood,11,-118.3091,34.0835
Wilshire,14,-118.3254,34.0477
N Hollywood,11,-118.4052,34.2012
Topanga,22,-118.5976,34.221
N Hollywood,15,-118.3615,34.1867
Southwest,8,-118.3089,34.0183
Southwest,3,-118.3781,34.0212
Central,18,-118.2581,34.0494
Devonshire,0,-118.4895,34.2284
Devonshire,17,-118.5885,34.2572
N Hollywood,15,-118.3965,34.2006
Newton,16,-118.2535,34.0259
Rampart,14,-118.2819,34.0508
Wilshire,13,-118.367,34.0497
77th Street,12,-118.2915,33.9828
77th Street,17,-118.3309,33.9806
Foothill,18,-118.4174,34.2907
Hollenbeck,14,-118.22,34.0173
Foothill,14,-118.4113,34.2898
West LA,16,-118.4387,34.0352
Topanga,17,-118.6044,34.201
Harbor,7,-118.2923,33.7442
Olympic,17,-118.3042,34.0545
N Hollywood,9,-118.3965,34.2049
N Hollywood,9,-118.4052,34.2012
Foothill,21,-118.3088,34.2597
Olympic,11,-118.3066,34.0577
Olympic,19,-118.2842,34.0559
Wilshire,17,-118.3647,34.0426
Devonshire,22,-118.4849,34.2502
Southwest,16,-118.3351,34.0295
Newton,21,-118.2435,33.9896
Harbor,10,-118.2819,33.7613
77th Street,2,-118.3003,33.96
Rampart,9,-118.2779,34.0697
Central,14,-118.2534,34.0452
Central,12,-118.2486,34.06
Rampart,4,-118.258,34.0565
West LA,11,-118.5107,34.0512
Foothill,18,-118.4174,34.2907
Foothill,15,-118.4239,34.2648
West LA,14,-118.3991,34.055
Hollenbeck,22,-118.2182,34.0377
Hollywood,16,-118.3059,34.0864
West Valley,13,-118.536,34.2011
Harbor,7,-118.2479,33.7875
Foothill,16,-118.2978,34.279
Wilshire,16,-118.3711,34.0524
West LA,13,-118.4362,34.0412
Van Nuys,9,-118.44,34.1939
Olympic,3,-118.2984,34.0712
Southeast,19,-118.2772,33.9469
West LA,19,-118.3855,34.0489
Mission,21,-118.4211,34.2351
Southwest,22,-118.3556,34.0216
77th Street,19,-118.3159,33.9746
Newton,6,-118.243,34.0265
Central,18,-118.264,34.045
Wilshire,18,-118.3615,34.0817
Van Nuys,12,-118.4313,34.2012
Southeast,18,-118.2684,33.947
77th Street,21,-118.3245,33.9818
Pacific,15,-118.3962,33.9635
Southeast,2,-118.2608,33.9433
Newton,23,-118.2481,34.0189
77th Street,19,-118.309,33.9487
Mission,21,-118.4296,34.3168
77th Street,12,-118.309,33.9673
Olympic,15,-118.287,34.0618
Northeast,9,-118.2435,34.1165
Harbor,19,-118.2447,33.7911
Hollenbeck,15,-118.2028,34.0546
Pacific,16,-118.4275,34.0022
West Valley,16,-118.5512,34.1726
Central,8,-118.2451,34.0541
Olympic,13,-118.2868,34.069
N Hollywood,16,-118.3423,34.1352
77th Street,12,-118.2915,33.997
N Hollywood,9,-118.3934,34.1387
Hollywood,15,-118.3091,34.0862
Mission,13,-118.446,34.2216
Northeast,8,-118.2385,34.1191
77th Street,14,-118.309,33.9637
77th Street,16,-118.2629,33.9638
West Valley,5,-118.5247,34.1758
Hollenbeck,20,-118.22,34.0173
Mission,14,-118.4303,34.3075
Hollenbeck,17,-118.2112,34.0628
West LA,8,-118.4002,34.035
Wilshire,1,-118.3249,34.0835
Hollywood,19,-118.3091,34.0876
Hollenbeck,3,-118.208,34.021
Wilshire,18,-118.3603,34.0609
Newton,15,-118.2393,34.0236
Van Nuys,12,-118.439,34.1576
Northeast,15,-118.2874,34.1119
Northeast,20,-118.2371,34.1023
Southwest,13,-118.3373,34.0072
West Valley,15,-118.5361,34.1688
West Valley,8,-118.5408,34.1707
West Valley,11,-118.5273,34.1993
Southwest,16,-118.3521,34.0183
Southwest,18,-118.3373,34.0072
N Hollywood,1,-118.379,34.1813
Foothill,17,-118.3682,34.2316
Harbor,13,-118.2838,33.741
Devonshire,23,-118.5493,34.2646
West LA,0,-118.4704,34.044
Southeast,0,-118.2391,33.9295
Central,10,-118.2626,34.0336
Newton,14,-118.254,34.0328
Mission,7,-118.4792,34.3036
Van Nuys,16,-118.4356,34.1649
Devonshire,1,-118.4938,34.2394
West LA,7,-118.3825,34.0414
Van Nuys,13,-118.4662,34.2012
Olympic,2,-118.2854,34.0524
Southwest,9,-118.3002,34.0109
Northeast,10,-118.2345,34.0904
Central,15,-118.2474,34.0412
Van Nuys,8,-118.4596,34.1527
Olympic,4,-118.2929,34.0598
Foothill,19,-118.4195,34.2469
Topanga,19,-118.6234,34.1937
West Valley,18,-118.5011,34.2084
Pacific,20,-118.4347,34.0073
Southwest,19,-118.3351,34.0295
Devonshire,15,-118.478,34.2409
N Hollywood,14,-118.3972,34.1425
Olympic,19,-118.3165,34.0581
Devonshire,12,-118.5566,34.2748
Northeast,14,-118.2371,34.1036
Harbor,15,-118.2993,33.8583
Pacific,23,-118.3961,33.9445
Pacific,17,-118.434,33.9891
Southwest,17,-118.3078,34.0327
West Valley,22,-118.4924,34.1866
Central,14,-118.2545,34.0411
Van Nuys,13,-118.4574,34.1649
Newton,6,-118.2531,34.0168
Devonshire,5,-118.5886,34.25
Devonshire,6,-118.5973,34.2573
N Hollywood,0,-118.4137,34.1831
Wilshire,15,-118.3795,34.0724
Central,13,-118.2567,34.0405
Southeast,12,-118.2586,33.9538
Wilshire,12,-118.3779,34.0351
77th Street,19,-118.3003,33.9543
Southwest,10,-118.3294,34.0037
N Hollywood,23,-118.4094,34.1976
West LA,10,-118.3894,34.0553
Southwest,10,-118.2915,34.0182
Southwest,15,-118.2923,34.0307
N Hollywood,13,-118.3965,34.1794
Hollywood,10,-118.3266,34.0889
West LA,15,-118.4456,34.0492
Wilshire,17,-118.3528,34.0412
Southeast,18,-118.2914,33.9092
Foothill,19,-118.4221,34.2661
Harbor,12,-118.3129,33.723
Harbor,11,-118.2715,33.7795
Newton,12,-118.2589,34.0101
77th Street,15,-118.2959,33.96
Wilshire,15,-118.34,34.0604
Foothill,13,-118.393,34.2216
Mission,13,-118.4589,34.279
Topanga,15,-118.5977,34.201
Hollywood,14,-118.3386,34.0907
West Valley,12,-118.5273,34.1939
Northeast,15,-118.2345,34.0782
Newton,9,-118.2454,34.0129
Southeast,17,-118.258,33.927
Wilshire,9,-118.3467,34.0424
Newton,4,-118.2701,33.9916
Rampart,0,-118.274,34.0433
Mission,20,-118.4675,34.2428
Van Nuys,22,-118.4312,34.1504
Pacific,12,-118.4006,33.9645
Pacific,11,-118.4506,34.0124
Wilshire,14,-118.368,34.0837
Devonshire,17,-118.5027,34.299
West Valley,15,-118.5317,34.1839
77th Street,18,-118.309,33.9564
Southwest,23,-118.353,34.0173
Southwest,21,-118.3318,34.0268
West LA,13,-118.4918,34.0483
Harbor,10,-118.275,33.7904
N Hollywood,8,-118.3943,34.1649
Pacific,18,-118.4428,33.986
Foothill,19,-118.4117,34.2737
Topanga,17,-118.6147,34.1938
Hollenbeck,7,-118.1936,34.078
Olympic,21,-118.2917,34.0763
Mission,15,-118.4677,34.2247
Southwest,18,-118.3556,34.0216
Hollenbeck,11,-118.2178,34.0517
Topanga,21,-118.5885,34.2199
77th Street,14,-118.3149,33.9891
Olympic,13,-118.3116,34.0472
Southwest,18,-118.2981,34.0273
Van Nuys,15,-118.4596,34.1527
Hollenbeck,16,-118.2173,34.0368
Pacific,19,-118.407,33.9847
Pacific,19,-118.4404,34.0127
Devonshire,16,-118.5202,34.313
Wilshire,22,-118.3509,34.0782
N Hollywood,23,-118.4181,34.194
Northeast,12,-118.2529,34.1119
Foothill,12,-118.3665,34.2287
77th Street,18,-118.2871,33.9678
Northeast,13,-118.2261,34.0941
Topanga,16,-118.6364,34.1587
Wilshire,16,-118.3548,34.0539
Olympic,15,-118.2927,34.0527
Harbor,7,-118.2901,33.7388
Wilshire,8,-118.3658,34.0721
Topanga,19,-118.5885,34.2199
Devonshire,17,-118.5623,34.2355
Topanga,17,-118.6017,34.1865
West Valley,13,-118.5185,34.1797
Pacific,18,-118.4606,33.9695
Central,12,-118.2381,34.0433
77th Street,9,-118.3177,33.9873
Newton,13,-118.2499,34.0321
Southeast,18,-118.2772,33.9469
N Hollywood,13,-118.3965,34.1921
77th Street,16,-118.294,33.96
Wilshire,15,-118.3795,34.0722
Wilshire,19,-118.3732,34.0836
Southwest,3,-118.3089,34.0274
Harbor,2,-118.2441,33.7919
Southeast,1,-118.2564,33.9533
Central,16,-118.2354,34.0673
Harbor,16,-118.2924,33.7306
77th Street,16,-118.2783,33.9747
Wilshire,8,-118.3553,34.0782
N Hollywood,19,-118.3635,34.1499
Pacific,18,-118.4255,34.0019
